poi_type,,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante
1401,Gaïtcha,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.1,46.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.0,17.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1402,Löessi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.28,53.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.88,24.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1403,Wet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.1,13.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.48,26.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1501,Guahma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1502,La Roche,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1503,Tadine Pénélo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1601,Moindou,73.43,56.4,49.27,N/A,186.77,140.21,147.24,N/A,53.32,199.33,N/A,116.98,92.16,94.29,N/A,66.56,N/A,N/A,75.77,56.26,75.91,80.89,80.46,83.27,80.3,81.99,160.31,15.13,14.63,90.62,88.57,89.74,88.05,84.53,88.16,84.67,88.2,90.34,14.46,94.29,83.32,89.06,84.42,75.16,75.95,26.52,184.58,85.8,89.41,83.51,97.36,84.23,105.58,86.3,97.36,133.53,133.53,36.08,109.38,217.05,148.97,147.8,139.58,189.2,116.56,116.51,90.09,94.53,94.8,N/A,66.6,N/A,N/A,75.16,75.94,77.67,75.91,75.91,84.18,81.83,83.0,79.82,82.26,80.56,159.65,14.18,91.88,85.77,89.19,86.8,87.96,89.42,85.69,88.39,88.03,86.32,89.06,94.92,83.21,86.35,88.2,85.08,26.35,76.21,184.94,106.08,82.26,134.63,88.77,133.41,86.77,109.56,N/A,N/A,147.7,56.71,48.56,216.0,N/A,94.37,94.37,N/A,N/A,55.98,71.55,82.79,84.32,83.98,92.99,92.84,88.77,89.22,91.85,91.99,90.51,88.2,90.14,92.19,89.06,90.62,90.12,88.77,87.97,87.86,25.92,76.73,97.66,87.83,86.77
1701,Yahoué Nord,151.23,29.62,114.65,N/A,264.57,59.96,225.04,N/A,118.7,277.13,N/A,194.78,169.97,17.22,N/A,81.51,N/A,N/A,15.54,29.48,15.39,6.9,6.23,1.96,6.08,4.03,238.11,70.71,70.74,13.23,11.0,12.66,10.98,6.32,11.09,5.91,11.12,13.27,70.97,17.22,3.21,11.99,6.34,11.37,15.6,104.32,262.38,4.74,8.93,3.41,17.11,3.18,25.33,5.72,17.11,210.64,210.64,49.22,186.49,294.85,226.78,225.6,59.33,267.0,194.37,194.32,167.89,172.33,172.6,N/A,81.55,N/A,N/A,11.37,15.43,16.88,15.39,15.39,9.02,3.52,10.27,7.66,3.76,6.6,237.45,70.96,14.81,6.9,12.11,9.73,10.89,12.35,8.12,11.32,10.95,9.24,11.99,172.72,3.2,9.28,11.12,8.01,104.15,151.09,262.74,25.83,3.76,211.74,9.94,210.53,164.57,186.67,N/A,N/A,225.5,134.51,113.94,293.8,N/A,172.17,172.17,N/A,N/A,29.2,15.41,5.44,4.93,4.09,15.92,15.77,9.94,12.15,14.77,14.92,11.69,11.12,13.06,15.12,11.99,13.55,13.05,9.94,10.9,10.79,103.72,150.37,17.41,7.58,164.57
1702,Yahoué Sud,151.11,29.5,114.53,N/A,264.45,59.07,224.92,N/A,118.58,277.01,N/A,194.66,169.85,16.42,N/A,81.39,N/A,N/A,15.42,29.36,15.27,6.78,6.12,1.84,5.97,3.55,237.99,70.59,70.62,12.43,10.19,11.86,10.18,5.84,10.29,5.27,10.32,12.47,70.85,16.42,2.39,11.19,5.86,11.25,15.48,104.2,262.26,3.81,8.0,2.58,16.22,2.25,24.44,4.79,16.22,210.52,210.52,49.1,186.37,294.73,226.66,225.48,58.44,266.88,194.25,194.2,167.77,172.21,172.48,N/A,81.43,N/A,N/A,11.25,15.31,16.76,15.27,15.27,8.91,3.41,10.16,7.54,3.28,6.48,237.33,70.84,14.01,6.11,11.31,8.93,10.09,11.55,7.33,10.52,10.15,8.45,11.19,172.6,2.38,8.48,10.32,7.21,104.03,150.97,262.62,24.94,3.28,211.62,9.12,210.41,164.45,186.55,N/A,N/A,225.38,134.39,113.82,293.68,N/A,172.05,172.05,N/A,N/A,29.08,15.29,5.32,4.14,3.27,15.12,14.97,9.12,11.35,13.98,14.12,10.87,10.32,12.26,14.32,11.19,12.75,12.25,9.12,10.1,9.99,103.6,150.25,16.52,6.65,164.45
1703,Pont des Français,150.78,29.17,114.2,N/A,264.12,57.5,224.59,N/A,118.25,276.68,N/A,194.33,169.51,15.14,N/A,81.06,N/A,N/A,15.09,29.03,14.94,6.65,6.12,2.61,5.97,3.69,237.66,70.26,70.29,11.08,8.84,10.58,8.9,5.11,9.0,3.99,9.04,11.18,70.52,15.14,1.04,9.9,5.13,10.91,15.15,103.87,261.93,2.25,6.44,1.24,14.65,0.79,22.87,3.22,14.65,210.19,210.19,48.77,186.04,294.4,226.32,225.15,56.87,266.55,193.91,193.86,167.44,171.88,172.15,N/A,81.09,N/A,N/A,10.91,14.98,16.43,14.94,14.94,9.82,4.16,11.06,7.21,3.43,6.34,237.0,70.51,12.72,4.76,10.03,7.64,8.8,10.27,5.98,9.23,8.87,7.16,9.9,172.27,1.03,7.19,9.04,5.92,103.7,150.64,262.29,23.37,3.43,211.29,7.78,210.08,164.12,186.22,N/A,N/A,225.05,134.06,113.49,293.35,N/A,171.72,171.72,N/A,N/A,28.75,14.96,4.94,2.8,1.92,13.84,13.69,7.78,10.07,12.69,12.84,9.52,9.04,10.98,13.04,9.9,11.47,10.96,7.78,8.82,8.71,103.27,149.92,14.94,5.08,164.12
1704,La Conception,152.98,31.37,116.4,N/A,266.32,56.41,226.8,N/A,120.46,278.88,N/A,196.53,171.72,17.33,N/A,83.26,N/A,N/A,17.3,31.24,17.14,8.85,8.32,5.14,8.17,5.95,239.86,72.47,72.49,11.89,9.65,12.18,11.09,7.31,11.2,6.19,11.24,12.78,72.72,17.33,3.25,11.42,7.33,13.12,17.35,106.07,264.13,0.91,4.95,3.44,13.56,2.45,21.78,1.8,13.56,212.4,212.4,50.98,188.24,296.6,228.53,227.36,55.78,268.76,196.12,196.07,169.65,174.09,174.35,N/A,83.3,N/A,N/A,13.12,17.18,18.63,17.14,17.14,12.36,6.66,13.61,9.41,5.68,8.55,239.21,72.72,14.92,6.19,12.23,9.84,11.0,12.47,6.97,11.43,11.07,9.33,11.42,174.48,3.23,9.39,11.24,7.85,105.9,152.85,264.49,22.28,5.68,213.49,8.58,212.28,166.33,188.43,N/A,N/A,227.25,136.26,115.69,295.55,N/A,173.92,173.92,N/A,N/A,30.95,17.17,7.14,5.0,4.12,15.8,14.59,8.58,11.03,14.89,14.55,10.32,11.24,13.18,14.04,11.42,13.2,12.56,8.58,11.02,10.91,105.47,152.12,13.85,3.67,166.33
1705,Robinson Nord,155.73,34.12,119.15,N/A,269.07,56.84,229.55,N/A,123.21,281.63,N/A,199.28,174.47,19.23,N/A,86.01,N/A,N/A,20.05,33.99,19.89,11.6,11.08,8.04,10.92,8.76,242.61,75.22,75.24,13.52,11.29,13.81,12.99,10.06,13.1,8.46,13.14,14.42,75.48,19.23,6.0,13.06,10.09,15.87,20.11,108.82,266.88,3.65,5.23,6.19,13.99,5.24,22.21,2.63,13.99,215.15,215.15,53.73,190.99,299.35,231.28,230.11,56.21,271.51,198.87,198.82,172.4,176.84,177.1,N/A,86.05,N/A,N/A,15.87,19.94,21.38,19.89,19.89,15.26,9.54,16.51,12.16,8.55,11.3,241.96,75.47,16.82,7.83,14.13,11.74,13.49,14.36,8.61,13.33,12.97,10.97,13.06,177.23,5.98,11.08,13.14,9.49,108.65,155.6,267.24,22.71,8.55,216.24,10.22,215.03,169.08,191.18,N/A,N/A,230.01,139.02,118.44,298.31,N/A,176.67,176.67,N/A,N/A,33.7,19.92,9.89,7.27,5.97,17.44,16.23,10.22,12.67,16.79,16.19,11.96,13.14,15.08,15.68,13.06,14.84,14.2,10.22,12.91,13.39,108.22,154.87,14.29,3.95,169.08
1706,Robinson Sud,154.08,32.46,117.5,N/A,267.41,54.81,227.89,N/A,121.55,279.97,N/A,197.62,172.81,17.57,N/A,84.35,N/A,N/A,18.39,32.33,18.23,9.94,9.42,6.43,9.26,7.15,240.96,73.56,73.58,11.87,9.63,12.16,11.33,8.41,11.44,6.8,11.48,12.76,73.82,17.57,4.34,11.4,8.43,14.21,18.45,107.17,265.22,2.0,3.21,4.54,11.96,3.64,20.18,1.1,11.96,213.49,213.49,52.07,189.33,297.69,229.62,228.45,54.18,269.85,197.21,197.16,170.74,175.18,175.44,N/A,84.39,N/A,N/A,14.21,18.28,19.72,18.23,18.23,13.65,7.93,14.9,10.51,6.95,9.64,240.3,73.81,15.16,6.17,12.47,10.08,11.83,12.71,6.95,11.67,11.31,9.31,11.4,175.57,4.33,9.42,11.48,7.83,106.99,153.94,265.59,20.68,6.95,214.58,8.56,213.37,167.42,189.52,N/A,N/A,228.35,137.36,116.78,296.65,N/A,175.01,175.01,N/A,N/A,32.04,18.26,8.24,5.61,4.31,15.78,14.57,8.56,11.01,15.13,14.53,10.3,11.48,13.42,14.02,11.4,13.18,12.54,8.56,11.26,11.73,106.56,153.21,12.26,1.93,167.42
1707,Boulari,154.85,33.24,118.27,N/A,268.19,53.03,228.67,N/A,122.33,280.75,N/A,198.4,173.59,18.35,N/A,85.13,N/A,N/A,19.17,33.11,19.01,10.72,10.19,7.57,10.04,7.93,241.73,74.33,74.36,12.64,10.41,12.93,12.11,9.18,12.22,7.58,12.25,13.54,74.59,18.35,5.12,12.17,9.2,14.99,19.22,107.94,266.0,3.31,2.01,5.31,10.18,4.94,18.4,2.6,10.18,214.26,214.26,52.84,190.11,298.47,230.4,229.22,52.4,270.62,197.99,197.94,171.51,175.95,176.22,N/A,85.17,N/A,N/A,14.99,19.05,20.5,19.01,19.01,14.79,8.7,16.04,11.28,7.72,10.42,241.08,74.58,15.94,6.95,13.24,10.86,12.6,13.48,7.73,12.45,12.08,10.09,12.17,176.35,5.1,10.2,12.25,8.61,107.77,154.72,266.36,18.9,7.72,215.36,9.34,214.15,168.2,190.3,N/A,N/A,229.12,138.13,117.56,297.42,N/A,175.79,175.79,N/A,N/A,32.82,19.04,9.01,6.39,5.09,16.55,15.35,9.34,11.79,15.91,15.31,11.08,12.25,14.19,14.8,12.17,13.96,13.32,9.34,12.03,12.51,107.34,153.99,10.47,0.89,168.2
1708,Saint Michel,155.89,34.28,119.31,N/A,269.23,51.44,229.71,N/A,123.37,281.79,N/A,199.44,174.63,19.39,N/A,86.17,N/A,N/A,20.21,34.15,20.05,11.76,11.23,8.64,11.08,8.97,242.77,75.38,75.4,13.68,11.45,13.97,13.15,10.22,13.26,8.62,13.3,14.58,75.63,19.39,6.16,13.22,10.24,16.03,20.26,108.98,267.04,4.35,1.19,6.35,8.59,5.98,16.81,3.62,8.59,215.3,215.3,53.89,191.15,299.51,231.44,230.27,50.81,271.67,199.03,198.98,172.55,177.0,177.26,N/A,86.21,N/A,N/A,16.03,20.09,21.54,20.05,20.05,15.85,9.75,17.1,12.32,8.76,11.46,242.12,75.63,16.98,7.99,14.28,11.9,13.65,14.52,8.77,13.49,13.13,11.13,13.22,177.39,6.14,11.24,13.3,9.65,108.81,155.76,267.4,17.31,8.76,216.4,10.38,215.19,169.24,191.34,N/A,N/A,230.16,139.17,118.6,298.46,N/A,176.83,176.83,N/A,N/A,33.86,20.08,10.05,7.43,6.13,17.59,16.39,10.38,12.83,16.95,16.35,12.12,13.3,15.23,15.84,13.22,15.0,14.36,10.38,13.07,13.55,108.38,155.03,8.89,1.98,169.24
1709,Saint Louis,159.36,37.75,122.78,N/A,272.7,48.8,233.17,N/A,126.83,285.26,N/A,202.91,178.1,22.86,N/A,89.64,N/A,N/A,23.67,37.61,23.52,15.23,14.7,12.14,14.55,12.43,246.24,78.84,78.87,17.15,14.91,17.44,16.62,13.69,16.72,12.09,16.76,18.04,79.1,22.86,9.62,16.68,13.71,19.5,23.73,112.45,270.51,7.9,4.42,9.82,5.95,9.54,14.17,7.28,5.95,218.77,218.77,57.35,194.62,302.98,234.9,233.73,48.17,275.13,202.5,202.45,176.02,180.46,180.73,N/A,89.68,N/A,N/A,19.5,23.56,25.01,23.52,23.52,19.35,13.21,20.6,15.79,12.23,14.92,245.58,79.09,20.45,11.45,17.75,15.37,17.11,17.99,12.23,16.95,16.59,14.6,16.68,180.85,9.61,14.71,16.76,13.11,112.28,159.22,270.87,14.67,12.23,219.87,13.85,218.66,172.7,194.8,N/A,N/A,233.63,142.64,122.07,301.93,N/A,180.3,180.3,N/A,N/A,37.33,23.54,13.52,10.89,9.6,21.06,19.85,13.85,16.3,20.41,19.81,15.59,16.76,18.7,19.3,16.68,18.47,17.82,13.85,16.54,17.02,111.85,158.5,6.25,5.56,172.7
1710,La Coulée Nord,164.0,42.38,127.42,N/A,277.33,44.78,237.81,N/A,131.47,289.89,N/A,207.55,182.73,27.49,N/A,94.27,N/A,N/A,28.31,42.25,28.15,19.86,19.34,16.77,19.18,17.07,250.88,83.48,83.5,21.79,19.55,22.08,21.25,18.33,21.36,16.72,21.4,22.68,83.74,27.49,14.26,21.32,18.35,24.13,28.37,117.09,275.14,12.54,9.05,14.46,1.99,14.17,10.21,11.92,1.99,223.41,223.41,61.99,199.25,307.61,239.54,238.37,44.15,279.77,207.13,207.08,180.66,185.1,185.36,N/A,94.31,N/A,N/A,24.13,28.2,29.64,28.15,28.15,23.99,17.85,25.24,20.43,16.87,19.56,250.22,83.73,25.08,16.09,22.39,20.0,21.75,22.63,16.87,21.59,21.23,19.23,21.32,185.49,14.25,19.34,21.4,17.75,116.91,163.86,275.51,10.65,16.87,224.5,18.48,223.29,177.34,199.44,N/A,N/A,238.27,147.28,126.7,306.57,N/A,184.93,184.93,N/A,N/A,41.97,28.18,18.16,15.53,14.23,25.7,24.49,18.48,20.93,25.05,24.45,20.22,21.4,23.34,23.94,21.32,23.1,22.46,18.48,21.18,21.65,116.48,163.13,2.23,10.19,177.34
1711,La Coulée Sud,165.69,44.08,129.11,N/A,279.03,44.67,239.5,N/A,133.16,291.59,N/A,209.24,184.42,29.19,N/A,95.97,N/A,N/A,30.0,43.94,29.85,21.56,21.03,18.46,20.88,18.76,252.57,85.17,85.2,23.48,21.24,23.77,22.95,20.02,23.05,18.42,23.09,24.37,85.43,29.19,15.95,23.01,20.04,25.82,30.06,118.78,276.84,14.23,10.75,16.15,2.2,15.86,7.35,13.61,2.2,225.1,225.1,63.68,200.95,309.3,241.23,240.06,44.04,281.46,208.82,208.77,182.35,186.79,187.06,N/A,96.0,N/A,N/A,25.82,29.89,31.34,29.85,29.85,25.68,19.54,26.93,22.12,18.56,21.25,251.91,85.42,26.78,17.78,24.08,21.69,23.44,24.32,18.56,23.28,22.92,20.93,23.01,187.18,15.94,21.04,23.09,19.44,118.61,165.55,277.2,10.54,18.56,226.2,20.17,224.98,179.03,201.13,N/A,N/A,239.96,148.97,128.4,308.26,N/A,186.63,186.63,N/A,N/A,43.66,29.87,19.85,17.22,15.93,27.39,26.18,20.17,22.63,26.74,26.14,21.92,23.09,25.03,25.63,23.01,24.8,24.15,20.17,22.87,23.35,118.18,164.83,2.3,11.89,179.03
1712,Vallon Dore,168.71,47.09,132.13,N/A,282.05,48.12,242.52,N/A,136.18,294.6,N/A,212.26,187.44,32.2,N/A,98.99,N/A,N/A,33.02,46.96,32.87,24.58,24.05,21.48,23.9,21.78,255.59,88.19,88.21,26.5,24.26,26.79,25.96,23.04,26.07,21.43,26.11,27.39,88.45,32.2,18.97,26.03,23.06,28.84,33.08,121.8,279.85,17.25,13.76,19.17,5.27,18.88,4.05,16.63,5.27,228.12,228.12,66.7,203.97,312.32,244.25,243.08,47.49,284.48,211.84,211.79,185.37,189.81,190.07,N/A,99.02,N/A,N/A,28.84,32.91,34.35,32.87,32.87,28.7,22.56,29.95,25.14,21.58,24.27,254.93,88.44,29.79,20.8,27.1,24.71,26.46,27.34,21.58,26.3,25.94,23.95,26.03,190.2,18.96,24.06,26.11,22.46,121.63,168.57,280.22,11.73,21.58,229.21,23.19,228.0,182.05,204.15,N/A,N/A,242.98,151.99,131.41,311.28,N/A,189.64,189.64,N/A,N/A,46.68,32.89,22.87,20.24,18.94,30.41,29.2,23.19,25.64,29.76,29.16,24.94,26.11,28.05,28.65,26.03,27.81,27.17,23.19,25.89,26.36,121.2,167.84,5.56,14.9,182.05
1713,Mont Dore Sud,173.08,51.47,136.5,N/A,286.42,50.86,246.89,N/A,140.55,298.98,N/A,216.63,191.81,36.58,N/A,103.36,N/A,N/A,37.39,51.33,37.24,28.95,28.42,25.85,28.27,26.15,259.96,92.56,92.59,30.87,28.63,31.16,30.34,27.41,30.44,25.81,30.48,31.76,92.82,36.58,23.34,30.4,27.43,33.21,37.45,126.17,284.23,21.62,18.14,23.54,9.63,23.25,1.49,21.0,9.63,232.49,232.49,71.07,208.34,316.7,248.62,247.45,50.23,288.85,216.21,216.16,189.74,194.18,194.45,N/A,103.39,N/A,N/A,33.21,37.28,38.73,37.24,37.24,33.07,26.93,34.32,29.51,25.95,28.64,259.3,92.81,34.17,25.17,31.47,29.09,30.83,31.71,25.95,30.67,30.31,28.32,30.4,194.57,23.33,28.43,30.48,26.83,126.0,172.94,284.59,6.89,25.95,233.59,27.56,232.38,186.42,208.52,N/A,N/A,247.35,156.36,135.79,315.65,N/A,194.02,194.02,N/A,N/A,51.05,37.26,27.24,24.61,23.32,34.78,33.57,27.56,30.02,34.13,33.53,29.31,30.48,32.42,33.02,30.4,32.19,31.54,27.56,30.26,30.74,125.57,172.22,9.79,19.28,186.42
