poi_type,,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante
2801,Sarraméa,85.55,55.06,35.21,N/A,198.89,138.88,156.01,N/A,39.26,211.45,N/A,129.1,104.29,92.96,N/A,63.75,N/A,N/A,74.43,54.93,74.58,79.55,79.12,81.93,78.97,80.66,172.43,13.8,13.3,89.29,87.23,88.4,86.72,83.19,86.82,83.33,86.86,89.0,13.12,92.96,81.98,87.72,83.09,73.82,74.61,38.64,193.34,84.46,88.08,82.18,96.03,82.89,104.25,84.96,96.03,131.2,131.2,34.75,107.05,229.17,157.74,159.92,138.25,201.32,128.69,128.63,102.21,106.65,106.92,N/A,63.78,N/A,N/A,73.82,74.6,76.33,74.58,74.58,82.84,80.5,81.67,78.49,80.92,79.23,171.77,12.84,90.55,84.43,87.85,85.46,86.62,88.09,84.35,87.05,86.69,84.98,87.72,107.04,81.87,85.01,86.86,83.74,38.47,71.65,193.7,104.75,80.92,132.3,87.43,131.09,98.89,107.23,N/A,N/A,159.82,68.83,34.5,228.12,N/A,106.49,106.49,N/A,N/A,54.65,70.21,81.45,82.99,82.64,91.66,91.51,87.43,87.89,90.51,90.66,89.18,86.86,88.8,90.86,87.72,89.29,88.79,87.43,86.64,86.53,38.04,70.93,96.32,86.5,98.89
2901,Thio village,133.38,53.49,38.14,N/A,246.71,137.3,193.42,N/A,74.08,259.27,N/A,176.92,152.11,91.38,N/A,3.23,N/A,N/A,72.86,53.36,73.0,77.98,77.55,80.36,77.4,79.08,220.26,52.86,52.88,87.71,85.66,86.83,85.14,81.62,85.25,81.76,85.29,87.43,53.12,91.38,80.41,86.15,81.51,72.25,73.04,86.46,230.75,82.89,86.5,80.6,94.45,81.32,102.67,83.39,94.45,166.02,166.02,33.17,141.87,276.99,195.15,207.75,136.67,249.15,176.51,176.46,150.04,154.48,154.74,N/A,3.26,N/A,N/A,72.25,73.03,74.76,73.0,73.0,81.27,78.92,80.1,76.91,79.35,77.65,219.6,53.11,88.97,82.86,86.28,83.89,85.05,86.52,82.78,85.48,85.12,83.41,86.15,154.87,80.3,83.44,85.29,82.17,86.29,106.47,231.12,103.17,79.35,167.12,85.86,165.9,146.72,142.05,N/A,N/A,207.65,116.66,37.43,275.95,N/A,154.31,154.31,N/A,N/A,53.07,68.64,79.88,81.41,81.07,90.08,89.94,85.86,86.31,88.94,89.08,87.6,85.29,87.23,89.29,86.15,87.72,87.21,85.86,85.06,84.95,85.86,105.75,94.75,84.92,146.72
2902,Thio,124.95,45.06,45.47,N/A,238.28,128.88,196.58,N/A,81.05,250.84,N/A,168.49,143.68,82.95,N/A,11.18,N/A,N/A,64.43,44.93,64.57,69.55,69.12,71.93,68.97,70.65,211.83,44.43,44.45,79.28,77.23,78.4,76.71,73.19,76.82,73.33,76.86,79.0,44.69,82.95,71.98,77.72,73.08,63.82,64.61,78.03,233.92,74.46,78.07,72.17,86.02,72.89,94.24,74.96,86.02,172.99,172.99,24.74,148.84,268.56,198.32,199.32,128.25,240.72,168.08,168.03,141.61,146.05,146.31,N/A,11.21,N/A,N/A,63.82,64.6,66.33,64.57,64.57,72.84,70.5,71.67,68.48,70.92,69.22,211.17,44.68,80.54,74.43,77.85,75.46,76.62,78.09,74.35,77.05,76.69,74.98,77.72,146.44,71.87,75.01,76.86,73.74,77.86,113.44,234.28,94.74,70.92,174.09,77.43,172.88,138.29,149.02,N/A,N/A,199.22,108.23,44.76,267.52,N/A,145.88,145.88,N/A,N/A,44.64,60.21,71.45,72.98,72.64,81.65,81.51,77.43,77.88,80.51,80.65,79.17,76.86,78.8,80.86,77.72,79.29,78.78,77.43,76.64,76.53,77.43,112.72,86.32,76.49,138.29
2906,Borendy,162.61,82.72,69.55,N/A,275.94,166.53,222.71,N/A,105.49,288.5,N/A,206.15,181.34,120.61,N/A,34.56,N/A,N/A,102.09,82.59,102.23,107.21,106.78,109.59,106.63,108.31,249.49,82.09,82.11,116.94,114.89,116.06,114.37,110.85,114.48,110.99,114.52,116.66,82.35,120.61,109.64,115.38,110.74,101.48,102.27,115.69,260.04,112.12,115.73,109.83,123.68,110.55,131.9,112.62,123.68,197.43,197.43,62.4,173.28,306.22,224.44,236.98,165.9,278.38,205.74,205.69,179.27,183.71,183.97,N/A,34.59,N/A,N/A,101.48,102.26,103.99,102.23,102.23,110.5,108.15,109.33,106.14,108.58,106.88,248.83,82.34,118.2,112.09,115.51,113.12,114.28,115.75,112.01,114.71,114.35,112.64,115.38,184.1,109.53,112.67,114.52,111.4,115.52,137.88,260.4,132.4,108.58,198.52,115.09,197.31,175.95,173.46,N/A,N/A,236.88,145.89,68.84,305.18,N/A,183.54,183.54,N/A,N/A,82.3,97.87,109.11,110.64,110.3,119.31,119.17,115.09,115.54,118.17,118.31,116.83,114.52,116.46,118.52,115.38,116.95,116.44,115.09,114.29,114.18,115.09,137.15,123.98,114.15,175.95
3001,Touho village,88.06,200.35,161.05,N/A,157.72,284.16,4.74,N/A,129.77,170.28,N/A,87.93,64.88,238.24,N/A,194.67,N/A,N/A,219.71,200.21,219.86,224.84,224.4,227.21,224.25,225.94,131.26,159.08,158.58,234.57,232.51,233.68,232.0,228.47,232.1,228.61,232.14,234.29,158.41,238.24,227.26,233.01,228.37,219.1,219.89,124.78,35.23,229.74,233.36,227.46,241.31,228.17,249.53,230.24,241.31,31.46,31.46,180.03,55.74,188.0,4.68,118.75,283.53,160.16,87.52,87.47,62.8,64.56,65.31,N/A,194.68,N/A,N/A,219.1,219.89,221.61,219.86,219.86,228.12,225.78,226.95,223.77,226.2,224.51,130.61,158.13,235.83,229.71,233.13,230.75,231.9,233.37,229.63,232.33,231.97,230.26,233.01,64.08,227.15,230.3,232.14,229.03,124.95,91.29,35.6,250.03,226.2,30.37,232.72,31.58,65.05,56.02,N/A,N/A,118.65,95.44,160.34,186.95,N/A,65.28,64.56,N/A,N/A,199.93,215.49,226.73,228.27,227.93,236.94,236.79,232.72,233.17,235.79,235.94,234.46,232.14,234.08,236.14,233.01,234.57,234.07,232.72,231.92,231.81,125.65,91.82,241.61,231.78,65.05
3003,Tiouandé - Ouanache - Congouma - Paola,104.42,216.7,177.41,N/A,168.17,300.52,20.44,N/A,146.13,180.73,N/A,104.29,81.23,254.6,N/A,211.03,N/A,N/A,236.07,216.57,236.22,241.19,240.76,243.57,240.61,242.3,141.71,175.44,174.94,250.93,248.87,250.04,248.36,244.83,248.46,244.97,248.5,250.64,174.76,254.6,243.62,249.37,244.73,235.46,236.25,141.14,19.03,246.1,249.72,243.82,257.67,244.53,265.89,246.6,257.67,47.82,47.82,196.39,72.1,198.45,18.71,129.2,299.89,170.6,103.88,103.83,79.16,80.92,81.66,N/A,211.03,N/A,N/A,235.46,236.24,237.97,236.22,236.22,244.48,242.14,243.31,240.13,242.56,240.87,141.06,174.48,252.19,246.07,249.49,247.11,248.26,249.73,245.99,248.69,248.33,246.62,249.37,80.44,243.51,246.65,248.5,245.38,141.31,107.65,19.39,266.39,242.56,46.72,249.07,47.94,81.41,72.38,N/A,N/A,129.1,111.8,176.69,197.4,N/A,81.63,80.91,N/A,N/A,216.29,231.85,243.09,244.63,244.28,253.3,253.15,249.07,249.53,252.15,252.3,250.82,248.5,250.44,252.5,249.37,250.93,250.43,249.07,248.28,248.17,142.01,108.18,257.96,248.14,81.41
3004,Koe - Kokingone - Tiwaka - Pombéi,68.59,180.88,147.96,N/A,138.25,264.69,15.81,N/A,116.68,150.81,N/A,68.46,45.41,218.77,N/A,181.58,N/A,N/A,200.25,180.74,200.39,205.37,204.94,207.75,204.78,206.47,111.8,139.61,139.11,215.1,213.05,214.22,212.53,209.01,212.64,209.14,212.68,214.82,138.94,218.77,207.8,213.54,208.9,199.64,200.43,105.32,53.15,210.27,213.89,207.99,221.84,208.71,230.06,210.78,221.84,18.37,18.37,160.56,42.65,168.53,17.54,99.29,264.06,140.69,68.05,68.0,43.34,45.1,45.84,N/A,181.59,N/A,N/A,199.64,200.42,202.15,200.39,200.39,208.66,206.31,207.48,204.3,206.74,205.04,111.14,138.66,216.36,210.25,213.66,211.28,212.44,213.9,210.17,212.87,212.51,210.8,213.54,44.61,207.69,210.83,212.68,209.56,105.49,78.2,53.51,230.56,206.74,17.28,213.25,18.49,45.58,42.93,N/A,N/A,99.19,75.97,147.25,167.49,N/A,45.81,45.09,N/A,N/A,180.46,196.03,207.26,208.8,208.46,217.47,217.32,213.25,213.7,216.33,216.47,214.99,212.68,214.61,216.67,213.54,215.1,214.6,213.25,212.45,212.34,106.19,78.73,222.14,212.31,45.58
3101,Voh village - Gatope,51.7,163.98,157.83,N/A,73.79,247.79,81.69,N/A,161.88,86.35,N/A,4.42,22.87,201.87,N/A,174.14,N/A,N/A,183.35,163.85,183.49,188.47,188.04,190.85,187.89,189.57,47.33,122.72,122.21,198.2,196.15,197.32,195.63,192.11,195.74,192.25,195.78,197.92,122.04,201.87,190.9,196.64,192.0,182.74,183.53,88.42,119.02,193.38,196.99,191.09,204.94,191.81,213.16,193.88,204.94,79.74,79.74,143.66,104.01,104.07,83.42,34.82,247.16,76.23,4.39,4.34,26.17,21.85,21.89,N/A,174.18,N/A,N/A,182.74,183.52,185.25,183.49,183.49,191.76,189.41,190.59,187.4,189.84,188.14,46.68,121.76,199.46,193.35,196.77,194.38,195.54,197.01,193.27,195.97,195.61,193.9,196.64,22.31,190.79,193.93,195.78,192.66,88.59,127.02,119.39,213.66,189.84,78.64,196.35,79.85,28.69,104.3,N/A,N/A,34.72,59.07,157.12,103.02,N/A,20.87,21.55,N/A,N/A,163.56,179.13,190.37,191.9,191.56,200.57,200.43,196.35,196.8,199.43,199.57,198.09,195.78,197.72,199.78,196.64,198.21,197.7,196.35,195.55,195.44,89.29,127.55,205.24,195.41,28.69
3103,Témala,66.19,178.48,172.33,N/A,63.54,262.29,96.17,N/A,176.38,76.09,N/A,12.51,37.37,216.37,N/A,188.64,N/A,N/A,197.84,178.34,197.99,202.97,202.54,205.35,202.38,204.07,37.08,137.21,136.71,212.7,210.65,211.81,210.13,206.61,210.24,206.74,210.27,212.42,136.54,216.37,205.4,211.14,206.5,197.24,198.03,102.91,131.31,207.87,211.49,205.59,219.44,206.31,227.66,208.38,219.44,94.24,94.24,158.16,118.51,93.81,97.91,24.57,261.66,65.97,12.8,12.92,40.67,36.34,36.39,N/A,188.68,N/A,N/A,197.24,198.02,199.75,197.99,197.99,206.25,203.91,205.08,201.9,204.33,202.64,36.42,136.26,213.96,207.85,211.26,208.88,210.04,211.5,207.77,210.47,210.1,208.4,211.14,36.81,205.29,208.43,210.27,207.16,103.09,141.52,131.67,228.16,204.33,93.14,210.85,94.35,43.18,118.79,N/A,N/A,24.47,73.57,171.62,92.77,N/A,35.37,36.05,N/A,N/A,178.06,193.63,204.86,206.4,206.06,215.07,214.92,210.85,211.3,213.93,214.07,212.59,210.27,212.21,214.27,211.14,212.7,212.2,210.85,210.05,209.94,103.79,142.05,219.74,209.91,43.18
3106,Tiéta,59.32,171.6,165.45,N/A,87.43,255.42,89.2,N/A,169.5,99.99,N/A,18.14,30.49,209.49,N/A,181.76,N/A,N/A,190.97,171.47,191.12,196.09,195.66,198.47,195.51,197.2,60.97,130.34,129.83,205.82,203.77,204.94,203.25,199.73,203.36,199.87,203.4,205.54,129.66,209.49,198.52,204.26,199.63,190.36,191.15,96.04,126.54,201.0,204.62,198.72,212.56,199.43,220.78,201.5,212.56,87.25,87.25,151.28,111.53,117.71,90.93,48.46,254.79,89.86,18.06,17.93,33.79,29.15,29.3,N/A,181.8,N/A,N/A,190.36,191.14,192.87,191.12,191.12,199.38,197.04,198.21,195.02,197.46,195.77,60.31,129.38,207.08,200.97,204.39,202.0,203.16,204.63,200.89,203.59,203.23,201.52,204.26,29.82,198.41,201.55,203.4,200.28,96.21,134.64,126.9,221.29,197.46,86.16,203.97,87.37,36.31,111.81,N/A,N/A,48.36,66.7,164.74,116.66,N/A,28.49,28.97,N/A,N/A,171.18,186.75,197.99,199.52,199.18,208.19,208.05,203.97,204.43,207.05,207.2,205.72,203.4,205.34,207.4,204.26,205.83,205.32,203.97,203.18,203.07,96.91,135.18,212.86,203.04,36.31
3201,Waho Touaourou Goro,214.75,93.14,178.17,N/A,328.09,8.28,288.56,N/A,182.22,340.64,N/A,258.3,233.48,78.25,N/A,145.03,N/A,N/A,79.06,93.0,78.91,70.62,70.09,67.52,69.94,67.82,301.63,134.23,134.26,72.54,70.3,72.83,72.01,69.08,72.11,67.47,72.15,73.43,134.49,78.25,65.01,72.07,69.1,74.88,79.12,167.84,325.89,63.29,59.81,65.21,51.1,64.92,59.41,62.67,51.1,274.16,274.16,112.74,250.01,358.36,290.29,289.12,8.88,330.52,257.88,257.83,231.41,235.85,236.12,N/A,145.06,N/A,N/A,74.88,78.95,80.4,78.91,78.91,74.74,68.6,75.99,71.18,67.62,70.31,300.97,134.48,75.83,66.84,73.14,70.75,72.5,73.38,67.62,72.34,71.98,69.99,72.07,236.24,65.0,70.1,72.15,68.5,167.67,214.61,326.26,55.64,67.62,275.26,69.23,274.04,228.09,250.19,N/A,N/A,289.02,198.03,177.46,357.32,N/A,235.68,235.69,N/A,N/A,92.72,78.93,68.91,66.28,64.98,76.45,75.24,69.23,71.69,75.8,75.2,70.98,72.15,74.09,74.69,72.07,73.86,73.21,69.23,71.93,72.41,167.24,213.89,50.81,60.94,228.09
3202,Unia,219.13,97.52,182.55,N/A,332.47,16.72,292.94,N/A,186.6,345.03,N/A,262.68,237.87,82.63,N/A,149.41,N/A,N/A,83.44,97.38,83.29,75.0,74.47,71.91,74.32,72.2,306.01,138.61,138.64,76.92,74.68,77.21,76.39,73.46,76.5,71.86,76.53,77.81,138.87,82.63,69.39,76.45,73.48,79.27,83.5,172.22,330.28,67.67,64.19,69.59,55.49,69.31,63.79,67.05,55.49,278.54,278.54,117.12,254.39,362.75,294.68,293.5,16.09,334.9,262.27,262.22,235.79,240.23,240.5,N/A,149.45,N/A,N/A,79.27,83.33,84.78,83.29,83.29,79.12,72.98,80.37,75.56,72.0,74.69,305.35,138.86,80.22,71.22,77.52,75.14,76.88,77.76,72.0,76.72,76.36,74.37,76.45,240.62,69.38,74.48,76.53,72.88,172.05,218.99,330.64,60.03,72.0,279.64,73.62,278.43,232.47,254.57,N/A,N/A,293.4,202.41,181.84,361.7,N/A,240.07,240.07,N/A,N/A,97.1,83.31,73.29,70.66,69.37,80.83,79.62,73.62,76.07,80.18,79.58,75.36,76.53,78.47,79.08,76.45,78.24,77.59,73.62,76.31,76.79,171.62,218.27,55.19,65.33,232.47
3203,Ouinné Pourina Plaine des lacs,205.12,83.51,168.54,N/A,318.46,32.43,278.93,N/A,172.59,331.02,N/A,248.67,223.85,68.62,N/A,135.4,N/A,N/A,69.43,83.37,69.28,60.99,60.46,57.89,60.31,58.19,292.0,124.6,124.63,62.91,60.67,63.2,62.38,59.45,62.48,57.85,62.52,63.8,124.86,68.62,55.38,62.44,59.47,65.25,69.49,158.21,316.27,53.66,50.18,55.58,41.48,55.29,48.93,53.04,41.48,264.53,264.53,103.11,240.38,348.74,280.66,279.49,32.06,320.89,248.25,248.2,221.78,226.22,226.49,N/A,135.43,N/A,N/A,65.25,69.32,70.77,69.28,69.28,65.11,58.97,66.36,61.55,57.99,60.68,291.34,124.85,66.21,57.21,63.51,61.13,62.87,63.75,57.99,62.71,62.35,60.36,62.44,226.61,55.37,60.47,62.52,58.87,158.04,204.98,316.63,43.58,57.99,265.63,59.6,264.42,218.46,240.56,N/A,N/A,279.39,188.4,167.83,347.69,N/A,226.06,226.06,N/A,N/A,83.09,69.3,59.28,56.65,55.36,66.82,65.61,59.6,62.06,66.17,65.57,61.35,62.52,64.46,65.06,62.44,64.23,63.58,59.6,62.3,62.78,157.61,204.26,41.18,51.32,218.46
3301,Kouaoua village - Amon Kasiori,118.84,90.72,38.31,N/A,232.18,174.53,123.52,N/A,8.15,244.74,N/A,162.39,137.58,128.61,N/A,71.93,N/A,N/A,110.08,90.58,110.23,115.2,114.77,117.58,114.62,116.31,205.72,49.45,48.95,124.94,122.88,124.05,122.37,118.84,122.47,118.98,122.51,124.66,48.77,128.61,117.63,123.38,118.74,109.47,110.26,74.29,160.85,120.11,123.73,117.83,131.68,118.54,139.9,120.61,131.68,96.12,96.12,70.4,71.97,262.46,125.25,193.21,173.9,234.61,161.98,161.93,135.5,139.94,140.21,N/A,71.94,N/A,N/A,109.47,110.25,111.98,110.23,110.23,118.49,116.15,117.32,114.14,116.57,114.88,205.07,48.49,126.2,120.08,123.5,121.12,122.27,123.74,120.0,122.7,122.34,120.63,123.38,140.34,117.52,120.67,122.51,119.4,74.12,36.57,161.21,140.4,116.57,97.21,123.09,96.0,132.19,72.15,N/A,N/A,193.11,102.12,37.59,261.41,N/A,139.78,139.78,N/A,N/A,90.3,105.86,117.1,118.64,118.3,127.31,127.16,123.09,123.54,126.16,126.31,124.83,122.51,124.45,126.51,123.38,124.94,124.44,123.09,122.29,122.18,73.69,35.84,131.98,122.15,132.19
3302,Méa Mébara - Ouérou Pimet,113.76,83.27,30.06,N/A,227.1,167.09,138.35,N/A,18.64,239.65,N/A,157.31,132.49,121.17,N/A,63.68,N/A,N/A,102.64,83.14,102.79,107.76,107.33,110.14,107.18,108.87,200.64,42.01,41.5,117.5,115.44,116.61,114.93,111.4,115.03,111.54,115.07,117.21,41.33,121.17,110.19,115.93,111.3,102.03,102.82,66.85,175.69,112.67,116.29,110.39,124.24,111.1,132.46,113.17,124.24,110.95,110.95,62.95,86.8,257.37,140.08,188.13,166.46,229.53,156.89,156.84,130.42,134.86,135.13,N/A,63.69,N/A,N/A,102.03,102.81,104.54,102.79,102.79,111.05,108.71,109.88,106.69,109.13,107.44,199.98,41.05,118.75,112.64,116.06,113.67,114.83,116.3,112.56,115.26,114.9,113.19,115.93,135.25,110.08,113.22,115.07,111.95,66.68,51.41,176.05,132.96,109.13,112.05,115.64,110.84,127.1,86.99,N/A,N/A,188.03,97.04,29.35,256.33,N/A,134.7,134.7,N/A,N/A,82.85,98.42,109.66,111.2,110.85,119.87,119.72,115.64,116.1,118.72,118.87,117.39,115.07,117.01,119.07,115.93,117.5,116.99,115.64,114.85,114.74,66.25,50.68,124.53,114.71,127.1
